From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
ARID5A	Q3U108	reviewed	ARI5A_MOUSE	AT-rich interactive domain-containing protein 5A (ARID domain-containing protein 5A)	Arid5a	Mus musculus (Mouse)	590	chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; nuclear androgen receptor binding [GO:0050681]; nuclear estrogen receptor binding [GO:0030331]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; RNA stem-loop binding [GO:0035613]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor activity [GO:0003714]
MAP3K9	Q3U1V8	reviewed	M3K9_MOUSE	Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25)	Map3k9	Mus musculus (Mouse)	1077	ATP binding [GO:0005524]; JUN kinase kinase kinase activity [GO:0004706]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
FAM193B	Q3U2K0	reviewed	F193B_MOUSE	Protein FAM193B	Fam193b Kiaa1931	Mus musculus (Mouse)	892	
ZNF692	Q3U381	reviewed	ZN692_MOUSE	Zinc finger protein 692 (AICAR responsive element binding protein)	Znf692 AREBP Zfp692	Mus musculus (Mouse)	531	chromatin insulator sequence binding [GO:0043035]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZNF865	Q3U3I9	reviewed	ZN865_MOUSE	Zinc finger protein 865	Znf865 Zfp865	Mus musculus (Mouse)	1058	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
BRF2	Q3UAW9	reviewed	BRF2_MOUSE	Transcription factor IIIB 50 kDa subunit (B-related factor 2) (BRF-2)	Brf2	Mus musculus (Mouse)	420	metal ion binding [GO:0046872]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]; TBP-class protein binding [GO:0017025]
MIF4GD	Q3UBZ5	reviewed	MI4GD_MOUSE	MIF4G domain-containing protein	Mif4gd	Mus musculus (Mouse)	222	identical protein binding [GO:0042802]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]
NOM1	Q3UFM5	reviewed	NOM1_MOUSE	Nucleolar MIF4G domain-containing protein 1 (SGD1 homolog)	Nom1 Gm1040	Mus musculus (Mouse)	854	RNA binding [GO:0003723]
RRP36	Q3UFY0	reviewed	RRP36_MOUSE	Ribosomal RNA processing protein 36 homolog	Rrp36	Mus musculus (Mouse)	244	
SPG11	Q3UHA3	reviewed	SPTCS_MOUSE	Spatacsin (Spastic paraplegia 11 protein homolog)	Spg11 Kiaa1840	Mus musculus (Mouse)	2430	protein kinase binding [GO:0019901]
BAHCC1	Q3UHR0	reviewed	BAHC1_MOUSE	BAH and coiled-coil domain-containing protein 1	Bahcc1 Kiaa1447	Mus musculus (Mouse)	2643	chromatin binding [GO:0003682]
NOL8	Q3UHX0	reviewed	NOL8_MOUSE	Nucleolar protein 8	Nol8	Mus musculus (Mouse)	1147	RNA binding [GO:0003723]
PPP1R7	Q3UM45	reviewed	PP1R7_MOUSE	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)	Ppp1r7 Sds22	Mus musculus (Mouse)	361	
MYRFL	Q3UN70	reviewed	MRFL_MOUSE	Myelin regulatory factor-like protein	Myrfl Gm239	Mus musculus (Mouse)	904	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
SELENOH	Q3UQA7	reviewed	SELH_MOUSE	Selenoprotein H (SelH)	Selenoh	Mus musculus (Mouse)	116	
RBM20	Q3UQS8	reviewed	RBM20_MOUSE	RNA-binding protein 20 (RNA-binding motif protein 20)	Rbm20	Mus musculus (Mouse)	1199	mRNA binding [GO:0003729]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; splicing factor binding [GO:1990935]; zinc ion binding [GO:0008270]
KLHDC9	Q3USL1	reviewed	KLDC9_MOUSE	Kelch domain-containing protein 9	Klhdc9	Mus musculus (Mouse)	350	cyclin binding [GO:0030332]
SPRY3	Q3UUD2	reviewed	SPRY3_MOUSE	Protein sprouty homolog 3 (Spry-3) (Sprouty RTK signaling antagonist 3) (Sprouty3)	Spry3	Mus musculus (Mouse)	288	
VPS51	Q3UVL4	reviewed	VPS51_MOUSE	Vacuolar protein sorting-associated protein 51 homolog (Protein fat-free homolog)	Vps51 Ffr	Mus musculus (Mouse)	782	
KDM7A	Q3UWM4	reviewed	KDM7A_MOUSE	Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)	Kdm7a Jhdm1d Kdm7 Kiaa1718	Mus musculus (Mouse)	940	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; histone demethylase activity [GO:0032452]; histone H3K27me2/H3K27me3 demethylase activity [GO:0071558]; histone H3K36 demethylase activity [GO:0051864]; histone H3K9 demethylase activity [GO:0032454]; histone H3K9me/H3K9me2 demethylase activity [GO:0140683]; histone H4K20 demethylase activity [GO:0035575]; iron ion binding [GO:0005506]; methylated histone binding [GO:0035064]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
MACROD2	Q3UYG8	reviewed	MACD2_MOUSE	ADP-ribose glycohydrolase MACROD2 (MACRO domain-containing protein 2) (O-acetyl-ADP-ribose deacetylase MACROD2) (EC 3.5.1.-) ([Protein ADP-ribosylaspartate] hydrolase MACROD2) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD2) (EC 3.2.2.-)	Macrod2	Mus musculus (Mouse)	475	ADP-ribosylglutamate hydrolase activity [GO:0140293]; deacetylase activity [GO:0019213]; hydrolase activity, acting on glycosyl bonds [GO:0016798]
ZNF583	Q3V080	reviewed	ZN583_MOUSE	Zinc finger protein 583	Znf583 Zfp583	Mus musculus (Mouse)	568	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
EID3	Q3V124	reviewed	EID3_MOUSE	EP300-interacting inhibitor of differentiation 3 (EID-3) (EID-1-like inhibitor of differentiation 3) (Non-structural maintenance of chromosomes element 4 homolog B) (NS4EB) (Non-SMC element 4 homolog B)	Eid3	Mus musculus (Mouse)	375	
P3H1	Q3V1T4	reviewed	P3H1_MOUSE	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3h1 Gros1 Lepre1	Mus musculus (Mouse)	739	iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 3-dioxygenase activity [GO:0019797]
ESF1	Q3V1V3	reviewed	ESF1_MOUSE	ESF1 homolog (ABT1-associated protein)	Esf1 Abtap	Mus musculus (Mouse)	845	RNA binding [GO:0003723]
GRAMD2A	Q3V3G7	reviewed	GRM2A_MOUSE	GRAM domain-containing protein 2A (GRAM domain-containing protein 2)	Gramd2a Gramd2	Mus musculus (Mouse)	320	phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
LIN28B	Q45KJ6	reviewed	LN28B_MOUSE	Protein lin-28 homolog B (Lin-28B)	Lin28b	Mus musculus (Mouse)	247	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]
CDV3	Q4VAA2	reviewed	CDV3_MOUSE	Protein CDV3 (Carnitine deficiency-associated protein 3) (Tyrosine-phosphorylated protein 36) (TPP36)	Cdv3	Mus musculus (Mouse)	281	
GZF1	Q4VBD9	reviewed	GZF1_MOUSE	GDNF-inducible zinc finger protein 1 (Zinc finger protein 336)	Gzf1 Zfp336	Mus musculus (Mouse)	706	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
URB1	Q571H0	reviewed	NPA1P_MOUSE	Nucleolar pre-ribosomal-associated protein 1 (URB1 ribosome biogenesis 1 homolog)	Urb1 Kiaa0539 Npa1	Mus musculus (Mouse)	2274	
E2F8	Q58FA4	reviewed	E2F8_MOUSE	Transcription factor E2F8 (E2F-8)	E2f8	Mus musculus (Mouse)	860	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity [GO:0001217]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
RESF1	Q5DTW7	reviewed	RESF1_MOUSE	Retroelement silencing factor 1	Resf1 Kiaa1551	Mus musculus (Mouse)	1521	histone methyltransferase binding [GO:1990226]
IPCEF1	Q5DU31	reviewed	ICEF1_MOUSE	Interactor protein for cytohesin exchange factors 1	Ipcef1 Kiaa0403	Mus musculus (Mouse)	406	protein domain specific binding [GO:0019904]
XKR4	Q5GH67	reviewed	XKR4_MOUSE	XK-related protein 4 [Cleaved into: XK-related protein 4, processed form]	Xkr4 Xrg4	Mus musculus (Mouse)	647	phospholipid scramblase activity [GO:0017128]
MTUS1	Q5HZI1	reviewed	MTUS1_MOUSE	Microtubule-associated tumor suppressor 1 homolog (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Coiled-coiled tumor suppressor gene 1 protein) (Mitochondrial tumor suppressor 1 homolog)	Mtus1 Atbp Atip Cctsg1 Kiaa1288 Mtsg1	Mus musculus (Mouse)	1210	microtubule binding [GO:0008017]
KCTD1	Q5M956	reviewed	KCTD1_MOUSE	BTB/POZ domain-containing protein KCTD1	Kctd1	Mus musculus (Mouse)	257	identical protein binding [GO:0042802]; transcription corepressor activity [GO:0003714]
TRIM41	Q5NCC3	reviewed	TRI41_MOUSE	E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (Tripartite motif-containing protein 41)	Trim41	Mus musculus (Mouse)	630	identical protein binding [GO:0042802]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
CYB5D1	Q5NCY3	reviewed	CB5D1_MOUSE	Cytochrome b5 domain-containing protein 1	Cyb5d1 Gm740	Mus musculus (Mouse)	228	metal ion binding [GO:0046872]
ZSCAN26	Q5RJ54	reviewed	ZSC26_MOUSE	Zinc finger and SCAN domain-containing protein 26 (Zinc finger protein 187)	Zscan26 Zfp187 Znf187	Mus musculus (Mouse)	466	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
NOL10	Q5RJG1	reviewed	NOL10_MOUSE	Nucleolar protein 10	Nol10 Gm67	Mus musculus (Mouse)	687	
UTP18	Q5SSI6	reviewed	UTP18_MOUSE	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)	Utp18 Wdr50	Mus musculus (Mouse)	552	
MYLK4	Q5SUV5	reviewed	MYLK4_MOUSE	Myosin light chain kinase family member 4 (EC 2.7.11.1) (Sugen kinase 85) (SgK085)	Mylk4 Sgk085	Mus musculus (Mouse)	386	ATP binding [GO:0005524]; myosin light chain kinase activity [GO:0004687]; protein serine kinase activity [GO:0106310]
UBR3	Q5U430	reviewed	UBR3_MOUSE	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	Ubr3 Kiaa2024 Zfp650 Znf650	Mus musculus (Mouse)	1889	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
ATP13A3	Q5XF89	reviewed	AT133_MOUSE	Polyamine-transporting ATPase 13A3 (Putrescine transporting ATPase) (EC 7.6.2.16)	Atp13a3 Gm542	Mus musculus (Mouse)	1219	ABC-type putrescine transporter activity [GO:0015594]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; metal ion binding [GO:0046872]; P-type ion transporter activity [GO:0015662]; P-type transmembrane transporter activity [GO:0140358]; polyamine transmembrane transporter activity [GO:0015203]
UTP20	Q5XG71	reviewed	UTP20_MOUSE	Small subunit processome component 20 homolog (Down-regulated in metastasis protein)	Utp20 Drim	Mus musculus (Mouse)	2788	
PRDM1	Q60636	reviewed	PRDM1_MOUSE	PR domain zinc finger protein 1 (EC 2.1.1.-) (B lymphocyte-induced maturation protein 1) (Blimp-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1)	Prdm1 Blimp1	Mus musculus (Mouse)	856	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone methyltransferase binding [GO:1990226]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
ATF3	Q60765	reviewed	ATF3_MOUSE	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3) (Transcription factor LRG-21)	Atf3	Mus musculus (Mouse)	181	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
TBC1D1	Q60949	reviewed	TBCD1_MOUSE	TBC1 domain family member 1	Tbc1d1 Kiaa1108 Tbc1	Mus musculus (Mouse)	1255	GTPase activator activity [GO:0005096]
JRK	Q60976	reviewed	JERKY_MOUSE	Jerky protein	Jrk	Mus musculus (Mouse)	557	DNA binding [GO:0003677]; mRNA binding [GO:0003729]
RBMY1B	Q60990	reviewed	RBY1B_MOUSE	RNA-binding motif protein, Y chromosome, family 1 member B (RNA-binding motif protein 1)	Rbmy1b Gm3376 Rbm	Mus musculus (Mouse)	380	RNA binding [GO:0003723]
GPR65	Q61038	reviewed	PSYR_MOUSE	Psychosine receptor (G-protein coupled receptor 65) (T-cell death-associated gene 8 protein)	Gpr65 Gpcr25 Tdag8	Mus musculus (Mouse)	337	G protein-coupled receptor activity [GO:0004930]
NIN	Q61043	reviewed	NIN_MOUSE	Ninein	Nin Kiaa1565	Mus musculus (Mouse)	2113	calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; kinase binding [GO:0019900]; microtubule minus-end binding [GO:0051011]
TSG101	Q61187	reviewed	TS101_MOUSE	Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101)	Tsg101	Mus musculus (Mouse)	391	calcium-dependent protein binding [GO:0048306]; nuclear receptor coactivator activity [GO:0030374]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; transcription corepressor activity [GO:0003714]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; virion binding [GO:0046790]
RLF	Q61193	reviewed	RGL2_MOUSE	Ral guanine nucleotide dissociation stimulator-like 2 (RalGDS-like 2) (RalGDS-like factor) (Ras-associated protein RAB2L)	Rgl2 Rab2l Rlf	Mus musculus (Mouse)	778	guanyl-nucleotide exchange factor activity [GO:0005085]
PAFAH1B2	Q61206	reviewed	PA1B2_MOUSE	Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	Pafah1b2 Pafahb	Mus musculus (Mouse)	229	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]; identical protein binding [GO:0042802]; platelet-activating factor acetyltransferase activity [GO:0047179]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]
COX7A2L	Q61387	reviewed	COX7R_MOUSE	Cytochrome c oxidase subunit 7A-related protein, mitochondrial (Cytochrome c oxidase subunit VIIa-related protein) (Silica-induced gene 81 protein) (SIG-81) (Supercomplex assembly factor I)	Cox7a2l Cox7rp Scaf1 Silg81	Mus musculus (Mouse)	111	
E2F5	Q61502	reviewed	E2F5_MOUSE	Transcription factor E2F5 (E2F-5)	E2f5	Mus musculus (Mouse)	335	DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
EWSR1	Q61545	reviewed	EWS_MOUSE	RNA-binding protein EWS	Ewsr1 Ews Ewsh	Mus musculus (Mouse)	655	calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transcription coregulator activity [GO:0003712]
GLI3	Q61602	reviewed	GLI3_MOUSE	Transcriptional activator GLI3 (GLI3 form of 190 kDa) (GLI3-190) (GLI3 full-length protein) (GLI3FL) [Cleaved into: Transcriptional repressor GLI3R (GLI3 C-terminally truncated form) (GLI3 form of 83 kDa) (GLI3-83)]	Gli3	Mus musculus (Mouse)	1583	beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; mediator complex binding [GO:0036033]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]
DDX5	Q61656	reviewed	DDX5_MOUSE	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)	Ddx5 Tnz2	Mus musculus (Mouse)	614	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; MH2 domain binding [GO:0035500]; mRNA 3'-UTR binding [GO:0003730]; nuclear androgen receptor binding [GO:0050681]; pre-mRNA binding [GO:0036002]; primary miRNA binding [GO:0070878]; promoter-specific chromatin binding [GO:1990841]; R-SMAD binding [GO:0070412]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; SMAD binding [GO:0046332]; transcription coregulator activity [GO:0003712]
MRPS31	Q61733	reviewed	RT31_MOUSE	Small ribosomal subunit protein mS31 (28S ribosomal protein S31, mitochondrial) (MRP-S31) (S31mt) (Imogen 38)	Mrps31 Imogn38	Mus musculus (Mouse)	384	protein domain specific binding [GO:0019904]; structural constituent of ribosome [GO:0003735]
