From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
EXOSC10	Q01780	reviewed	EXOSX_HUMAN	Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2)	EXOSC10 PMSCL PMSCL2 RRP6	Homo sapiens (Human)	885	3'-5'-RNA exonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; RNA exonuclease activity [GO:0004532]; single-stranded RNA binding [GO:0003727]; telomerase RNA binding [GO:0070034]
EWSR1	Q01844	reviewed	EWS_HUMAN	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)	EWSR1 EWS	Homo sapiens (Human)	656	calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transcription coregulator activity [GO:0003712]
RPL18A	Q02543	reviewed	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
KCNC4	Q03721	reviewed	KCNC4_HUMAN	Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4)	KCNC4 C1orf30	Homo sapiens (Human)	635	delayed rectifier potassium channel activity [GO:0005251]; potassium channel activity [GO:0005267]; voltage-gated potassium channel activity [GO:0005249]
ARID5A	Q03989	reviewed	ARI5A_HUMAN	AT-rich interactive domain-containing protein 5A (ARID domain-containing protein 5A) (Modulator recognition factor 1) (MRF-1)	ARID5A MRF1	Homo sapiens (Human)	594	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; nuclear androgen receptor binding [GO:0050681]; nuclear estrogen receptor binding [GO:0030331]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; RNA stem-loop binding [GO:0035613]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
EMX1	Q04741	reviewed	EMX1_HUMAN	Homeobox protein EMX1 (Empty spiracles homolog 1) (Empty spiracles-like protein 1)	EMX1	Homo sapiens (Human)	290	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
ACVR1	Q04771	reviewed	ACVR1_HUMAN	Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Activin receptor-like kinase 2) (ALK-2) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I)	ACVR1 ACVRLK2	Homo sapiens (Human)	509	activin binding [GO:0048185]; activin receptor activity, type I [GO:0016361]; ATP binding [GO:0005524]; BMP receptor activity [GO:0098821]; cadherin binding [GO:0045296]; metal ion binding [GO:0046872]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase binding [GO:1990782]; SMAD binding [GO:0046332]; transforming growth factor beta binding [GO:0050431]; transforming growth factor beta receptor activity, type I [GO:0005025]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]
EEF1A2	Q05639	reviewed	EF1A2_HUMAN	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	EEF1A2 EEF1AL STN	Homo sapiens (Human)	463	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]; translation factor activity, RNA binding [GO:0008135]
EXOSC9	Q06265	reviewed	EXOS9_HUMAN	Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75)	EXOSC9 PMSCL1	Homo sapiens (Human)	439	3'-5'-RNA exonuclease activity [GO:0000175]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]
RAD51	Q06609	reviewed	RAD51_HUMAN	DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A)	RAD51 RAD51A RECA	Homo sapiens (Human)	339	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; chromatin binding [GO:0003682]; DNA polymerase binding [GO:0070182]; DNA strand exchange activity [GO:0000150]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; single-stranded DNA helicase activity [GO:0017116]
TNFRSF9	Q07011	reviewed	TNR9_HUMAN	Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (CDw137) (T-cell antigen 4-1BB homolog) (T-cell antigen ILA) (CD antigen CD137)	TNFRSF9 CD137 ILA	Homo sapiens (Human)	255	signaling receptor activity [GO:0038023]
RPL18	Q07020	reviewed	RL18_HUMAN	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	RPL18	Homo sapiens (Human)	188	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
TFF3	Q07654	reviewed	TFF3_HUMAN	Trefoil factor 3 (Intestinal trefoil factor) (hITF) (Polypeptide P1.B) (hP1.B)	TFF3 ITF TFI	Homo sapiens (Human)	80	identical protein binding [GO:0042802]
FOXM1	Q08050	reviewed	FOXM1_HUMAN	Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells)	FOXM1 FKHL16 HFH11 MPP2 WIN	Homo sapiens (Human)	763	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein kinase binding [GO:0019901]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
PCDH1	Q08174	reviewed	PCDH1_HUMAN	Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)	PCDH1	Homo sapiens (Human)	1060	calcium ion binding [GO:0005509]
DHX9	Q08211	reviewed	DHX9_HUMAN	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	DHX9 DDX9 LKP NDH2	Homo sapiens (Human)	1270	3'-5' DNA helicase activity [GO:0043138]; 3'-5' DNA/RNA helicase activity [GO:0033679]; 3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA replication origin binding [GO:0003688]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; importin-alpha family protein binding [GO:0061676]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; nucleoside triphosphate diphosphatase activity [GO:0047429]; polysome binding [GO:1905538]; promoter-specific chromatin binding [GO:1990841]; regulatory region RNA binding [GO:0001069]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; ribosome binding [GO:0043022]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA polymerase binding [GO:0070063]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II complex binding [GO:0000993]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; RNA stem-loop binding [GO:0035613]; sequence-specific mRNA binding [GO:1990825]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]; single-stranded RNA binding [GO:0003727]; siRNA binding [GO:0035197]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; triplex DNA binding [GO:0045142]
PPID	Q08752	reviewed	PPID_HUMAN	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)	PPID CYP40 CYPD	Homo sapiens (Human)	370	cyclosporin A binding [GO:0016018]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; nuclear estrogen receptor binding [GO:0030331]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; transcription factor binding [GO:0008134]
ABCC8	Q09428	reviewed	ABCC8_HUMAN	ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)	ABCC8 HRINS SUR SUR1	Homo sapiens (Human)	1581	ABC-type transporter activity [GO:0140359]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-activated inward rectifier potassium channel activity [GO:0015272]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; ATPase-coupled transmembrane transporter activity [GO:0042626]; potassium channel activity [GO:0005267]; sulfonylurea receptor activity [GO:0008281]; transmembrane transporter binding [GO:0044325]
RAD51AP2	Q09MP3	reviewed	R51A2_HUMAN	RAD51-associated protein 2	RAD51AP2	Homo sapiens (Human)	1159	
HMGXB3	Q12766	reviewed	HMGX3_HUMAN	HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)	HMGXB3 KIAA0194 SMF	Homo sapiens (Human)	1292	DNA binding [GO:0003677]
TBL3	Q12788	reviewed	TBL3_HUMAN	Transducin beta-like protein 3 (WD repeat-containing protein SAZD)	TBL3 SAZD	Homo sapiens (Human)	808	RNA binding [GO:0003723]; U3 snoRNA binding [GO:0034511]
GTF3C1	Q12789	reviewed	TF3C1_HUMAN	General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha)	GTF3C1	Homo sapiens (Human)	2109	DNA binding [GO:0003677]; RNA polymerase III general transcription initiation factor activity [GO:0000995]
PNRC1	Q12796	reviewed	PNRC1_HUMAN	Proline-rich nuclear receptor coactivator 1 (Proline-rich protein 2) (Protein B4-2)	PNRC1 PROL2	Homo sapiens (Human)	327	
CHD3	Q12873	reviewed	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3 (CHD-3) (EC 3.6.4.12) (ATP-dependent helicase CHD3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase) (hZFH)	CHD3	Homo sapiens (Human)	2000	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; RNA binding [GO:0003723]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]
COX10	Q12887	reviewed	COX10_HUMAN	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	COX10	Homo sapiens (Human)	443	farnesyltranstransferase activity [GO:0004311]; protoheme IX farnesyltransferase activity [GO:0008495]
ILF3	Q12906	reviewed	ILF3_HUMAN	Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80)	ILF3 DRBF MPHOSPH4 NF90	Homo sapiens (Human)	894	DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; virus receptor activity [GO:0001618]
FOXI1	Q12951	reviewed	FOXI1_HUMAN	Forkhead box protein I1 (Forkhead-related protein FKHL10) (Forkhead-related transcription factor 6) (FREAC-6) (Hepatocyte nuclear factor 3 forkhead homolog 3) (HFH-3) (HNF-3/fork-head homolog 3)	FOXI1 FKHL10 FREAC6	Homo sapiens (Human)	378	DNA binding, bending [GO:0008301]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]
BNIP2	Q12982	reviewed	BNIP2_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	BNIP2 NIP2	Homo sapiens (Human)	314	calcium ion binding [GO:0005509]; GTPase activator activity [GO:0005096]
NFX1	Q12986	reviewed	NFX1_HUMAN	Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)	NFX1 NFX2	Homo sapiens (Human)	1120	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
RLF	Q13129	reviewed	RLF_HUMAN	Zinc finger protein Rlf (Rearranged L-myc fusion gene protein) (Zn-15-related protein)	RLF	Homo sapiens (Human)	1914	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
MAP2K5	Q13163	reviewed	MP2K5_HUMAN	Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)	MAP2K5 MEK5 MKK5 PRKMK5	Homo sapiens (Human)	448	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
MYBPH	Q13203	reviewed	MYBPH_HUMAN	Myosin-binding protein H (MyBP-H) (H-protein)	MYBPH	Homo sapiens (Human)	477	structural constituent of muscle [GO:0008307]
DDX10	Q13206	reviewed	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10 (EC 3.6.4.13) (DEAD box protein 10)	DDX10	Homo sapiens (Human)	875	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
SELENBP1	Q13228	reviewed	SBP1_HUMAN	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	SELENBP1 SBP	Homo sapiens (Human)	472	methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]
SRSF9	Q13242	reviewed	SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	SRSF9 SFRS9 SRP30C	Homo sapiens (Human)	221	protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]
SRSF5	Q13243	reviewed	SRSF5_HUMAN	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	SRSF5 HRS SFRS5 SRP40	Homo sapiens (Human)	272	RNA binding [GO:0003723]
DLG3	Q13368	reviewed	MPP3_HUMAN	MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)	MPP3 DLG3	Homo sapiens (Human)	585	PDZ domain binding [GO:0030165]
DYNC1I2	Q13409	reviewed	DC1I2_HUMAN	Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)	DYNC1I2 DNCI2 DNCIC2	Homo sapiens (Human)	638	dynein heavy chain binding [GO:0045504]; dynein light chain binding [GO:0045503]; microtubule motor activity [GO:0003777]
MED21	Q13503	reviewed	MED21_HUMAN	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7)	MED21 SRB7 SURB7	Homo sapiens (Human)	144	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; ubiquitin protein ligase activity [GO:0061630]
TRA2A	Q13595	reviewed	TRA2A_HUMAN	Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)	TRA2A	Homo sapiens (Human)	282	RNA binding [GO:0003723]
KRR1	Q13601	reviewed	KRR1_HUMAN	KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2) (KRR-R motif-containing protein 1) (Rev-interacting protein 1) (Rip-1)	KRR1 HRB2	Homo sapiens (Human)	381	RNA binding [GO:0003723]
CUL1	Q13616	reviewed	CUL1_HUMAN	Cullin-1 (CUL-1)	CUL1	Homo sapiens (Human)	776	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin ligase complex scaffold activity [GO:0160072]; ubiquitin protein ligase binding [GO:0031625]
NCOA4	Q13772	reviewed	NCOA4_HUMAN	Nuclear receptor coactivator 4 (NCoA-4) (Androgen receptor coactivator 70 kDa protein) (70 kDa AR-activator) (70 kDa androgen receptor coactivator) (Androgen receptor-associated protein of 70 kDa) (Ret-activating protein ELE1)	NCOA4 ARA70 ELE1 RFG	Homo sapiens (Human)	614	transcription coactivator activity [GO:0003713]
GNL2	Q13823	reviewed	NOG2_HUMAN	Nucleolar GTP-binding protein 2 (Autoantigen NGP-1)	GNL2 NGP1	Homo sapiens (Human)	731	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]
TNFAIP1	Q13829	reviewed	BACD2_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (hBACURD2) (BTB/POZ domain-containing protein TNFAIP1) (Protein B12) (Tumor necrosis factor, alpha-induced protein 1, endothelial)	TNFAIP1 BACURD2 EDP1	Homo sapiens (Human)	316	cyclin binding [GO:0030332]; identical protein binding [GO:0042802]; small GTPase binding [GO:0031267]
EXOSC2	Q13868	reviewed	EXOS2_HUMAN	Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4)	EXOSC2 RRP4	Homo sapiens (Human)	293	3'-5'-RNA exonuclease activity [GO:0000175]; 7S RNA binding [GO:0008312]; RNA binding [GO:0003723]
BYSL	Q13895	reviewed	BYST_HUMAN	Bystin	BYSL ENP1	Homo sapiens (Human)	437	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]
C1D	Q13901	reviewed	C1D_HUMAN	Nuclear nucleic acid-binding protein C1D (hC1D)	C1D	Homo sapiens (Human)	141	DNA binding [GO:0003677]; nuclear receptor binding [GO:0016922]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]
CKAP5	Q14008	reviewed	CKAP5_HUMAN	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	CKAP5 KIAA0097	Homo sapiens (Human)	2032	cadherin binding [GO:0045296]; microtubule binding [GO:0008017]; microtubule plus end polymerase [GO:0061863]; microtubule plus-end binding [GO:0051010]; ribonucleoprotein complex binding [GO:0043021]
