sample,spot_id,pixels,mean_intensity,centroid_r,centroid_c,microns
Control-roi-03,454,52,0.048790429,756,89,0.094044378
Control-roi-03,455,41,0.030471895,755,1005,0.074150375
Control-roi-03,456,32,0.044844835,757,104,0.057873463
Control-roi-03,457,66,0.052160886,762,1367,0.119364018
Control-roi-03,458,19,0.032321821,762,69,0.034362369
Control-roi-03,459,39,0.026173135,764,988,0.070533283
Control-roi-03,460,9,0.027815501,762,56,0.016276912
Control-roi-03,461,9,0.02151183,762,1410,0.016276912
Control-roi-03,462,12,0.019986776,765,120,0.021702549
Control-roi-03,463,41,0.046792721,768,61,0.074150375
Control-roi-03,464,25,0.035503471,766,101,0.045213643
Control-roi-03,465,31,0.042416143,772,37,0.056064918
Control-roi-03,466,24,0.026336436,771,998,0.043405097
Control-roi-03,467,48,0.034270174,775,83,0.086810195
Control-roi-03,468,32,0.047914759,772,94,0.057873463
Control-roi-03,469,51,0.037603615,777,109,0.092235832
Control-roi-03,470,35,0.04455678,776,46,0.063299101
Control-roi-03,471,32,0.03737459,776,1406,0.057873463
Control-roi-03,472,73,0.040167598,780,69,0.132023838
Control-roi-03,473,32,0.025803483,780,120,0.057873463
Control-roi-03,474,36,0.034324322,781,1357,0.065107646
Control-roi-03,475,9,0.021135441,779,1381,0.016276912
Control-roi-03,476,43,0.057486058,780,1703,0.077767466
Control-roi-03,477,32,0.034687095,782,35,0.057873463
Control-roi-03,478,38,0.041989616,787,54,0.068724738
Control-roi-03,479,24,0.038057272,786,99,0.043405097
Control-roi-03,480,18,0.038241652,787,62,0.032553823
Control-roi-03,481,20,0.022239261,788,1743,0.036170915
Control-roi-03,482,49,0.046881943,792,105,0.088618741
Control-roi-03,483,18,0.019352678,789,1246,0.032553823
Control-roi-03,484,26,0.035115704,790,1708,0.047022189
Control-roi-03,485,50,0.036301823,799,80,0.090427286
Control-roi-03,486,39,0.046995049,798,1715,0.070533283
Control-roi-03,487,34,0.034169887,800,1747,0.061490555
Control-roi-03,488,37,0.029724162,800,1241,0.066916192
Control-roi-03,489,34,0.028682922,801,1306,0.061490555
Control-roi-03,490,42,0.02828623,801,1697,0.075958921
Control-roi-03,491,26,0.024459038,802,1328,0.047022189
Control-roi-03,492,29,0.031376758,807,816,0.052447826
Control-roi-03,493,20,0.02538262,808,760,0.036170915
Control-roi-03,494,15,0.018952722,807,1277,0.027128186
Control-roi-03,495,32,0.027757591,809,1319,0.057873463
Control-roi-03,496,18,0.023487873,809,1723,0.032553823
Control-roi-03,497,27,0.027647087,810,64,0.048830735
Control-roi-03,498,22,0.02552765,811,800,0.039788006
Control-roi-03,499,26,0.023118005,812,50,0.047022189
Control-roi-03,500,47,0.044492061,814,1301,0.085001649
Control-roi-03,501,36,0.027368751,813,1743,0.065107646
Control-roi-03,502,9,0.025825047,813,763,0.016276912
Control-roi-03,503,12,0.022456194,813,1248,0.021702549
Control-roi-03,504,16,0.029608225,814,818,0.028936732
Control-roi-03,505,31,0.030331982,816,1267,0.056064918
Control-roi-03,506,15,0.027959614,817,753,0.027128186
Control-roi-03,507,30,0.033020523,817,1257,0.054256372
Control-roi-03,508,34,0.042401231,818,1694,0.061490555
Control-roi-03,509,35,0.032628585,818,1712,0.063299101
Control-roi-03,510,33,0.046220965,820,783,0.059682009
Control-roi-03,511,29,0.039827626,820,791,0.052447826
Control-roi-03,512,19,0.035412174,819,809,0.034362369
Control-roi-03,513,30,0.041279723,821,802,0.054256372
Control-roi-03,514,18,0.039894713,819,1702,0.032553823
Control-roi-03,515,19,0.027141784,820,3,0.034362369
Control-roi-03,516,31,0.048571436,824,1746,0.056064918
Control-roi-03,517,26,0.042663051,826,769,0.047022189
Control-roi-03,518,32,0.029665923,826,1296,0.057873463
Control-roi-03,519,12,0.025782661,826,747,0.021702549
Control-roi-03,520,42,0.040041853,826,759,0.075958921
Control-roi-03,521,18,0.03909531,826,1702,0.032553823
Control-roi-03,522,9,0.036979392,826,776,0.016276912
Control-roi-03,523,82,0.04742076,830,831,0.14830075
Control-roi-03,524,27,0.020864734,827,1245,0.048830735
Control-roi-03,525,36,0.041361698,829,1714,0.065107646
Control-roi-03,526,40,0.054233997,831,785,0.072341829
Control-roi-03,527,24,0.038459729,831,2,0.043405097
Control-roi-03,528,64,0.050158551,833,1746,0.115746927
Control-roi-03,529,15,0.029407187,833,1698,0.027128186
Control-roi-03,530,15,0.021007604,836,1301,0.027128186
Control-roi-03,531,42,0.045543457,836,1708,0.075958921
Control-roi-03,532,20,0.03480354,838,769,0.036170915
Control-roi-03,533,21,0.03447231,838,800,0.03797946
Control-roi-03,534,54,0.05472846,841,745,0.097661469
Control-roi-03,535,23,0.027164376,839,1290,0.041596552
Control-roi-03,536,43,0.038386731,844,816,0.077767466
Control-roi-03,537,38,0.025497022,844,11,0.068724738
Control-roi-03,538,33,0.046164552,844,781,0.059682009
Control-roi-03,539,31,0.043128887,843,836,0.056064918
Control-roi-03,540,39,0.045786456,845,404,0.070533283
Control-roi-03,541,43,0.045228451,845,734,0.077767466
Control-roi-03,542,49,0.06004394,848,800,0.088618741
Control-roi-03,543,63,0.056151021,848,1307,0.113938381
Control-roi-03,544,18,0.02361927,846,1745,0.032553823
Control-roi-03,545,39,0.049605515,849,845,0.070533283
Control-roi-03,546,37,0.046274015,849,707,0.066916192
Control-roi-03,547,33,0.052117883,849,791,0.059682009
Control-roi-03,548,18,0.021163416,849,1274,0.032553823
Control-roi-03,549,66,0.043127082,854,758,0.119364018
Control-roi-03,550,23,0.041552307,850,775,0.041596552
Control-roi-03,551,19,0.033838889,851,1,0.034362369
Control-roi-03,552,9,0.033400303,851,749,0.016276912
Control-roi-03,553,9,0.018431203,852,412,0.016276912
Control-roi-03,554,42,0.050706456,855,720,0.075958921
Control-roi-03,555,15,0.024025839,855,403,0.027128186
Control-roi-03,556,21,0.029320574,855,734,0.03797946
Control-roi-03,557,9,0.033088341,857,770,0.016276912
Control-roi-03,558,22,0.04103151,858,775,0.039788006
Control-roi-03,559,20,0.024689097,858,810,0.036170915
Control-roi-03,560,46,0.04849483,860,794,0.083193104
Control-roi-03,561,37,0.04456418,861,379,0.066916192
Control-roi-03,562,62,0.047377048,865,826,0.112129835
Control-roi-03,563,58,0.068157052,864,842,0.104895652
Control-roi-03,564,26,0.044929603,864,782,0.047022189
Control-roi-03,565,14,0.019741905,864,410,0.02531964
Control-roi-03,566,19,0.017950231,867,1284,0.034362369
Control-roi-03,567,21,0.034106094,868,389,0.03797946
Control-roi-03,568,48,0.063657142,871,751,0.086810195
Control-roi-03,569,27,0.045221524,869,773,0.048830735
Control-roi-03,570,45,0.071033121,870,793,0.081384558
Control-roi-03,571,54,0.037413991,872,420,0.097661469
Control-roi-03,572,9,0.02604715,871,820,0.016276912
Control-roi-03,573,20,0.021177234,872,1321,0.036170915
Control-roi-03,574,39,0.042791384,875,387,0.070533283
Control-roi-03,575,12,0.025720353,874,832,0.021702549
Control-roi-03,576,39,0.030565386,876,400,0.070533283
Control-roi-03,577,61,0.032180277,881,1305,0.110321289
Control-roi-03,578,16,0.029308766,878,776,0.028936732
Control-roi-03,579,40,0.036649882,880,1278,0.072341829
Control-roi-03,580,57,0.047008763,880,759,0.103087107
Control-roi-03,581,38,0.040453675,881,803,0.068724738
Control-roi-03,582,15,0.022434831,881,416,0.027128186
Control-roi-03,583,71,0.044498532,886,345,0.128406747
Control-roi-03,584,64,0.040906338,886,7,0.115746927
Control-roi-03,585,22,0.020962428,885,1249,0.039788006
Control-roi-03,586,32,0.048678664,887,28,0.057873463
Control-roi-03,587,27,0.040787931,886,52,0.048830735
Control-roi-03,588,34,0.041428693,888,790,0.061490555
Control-roi-03,589,62,0.048013743,891,61,0.112129835
Control-roi-03,590,23,0.02479392,889,769,0.041596552
Control-roi-03,591,51,0.039899949,890,818,0.092235832
Control-roi-03,592,27,0.030429881,891,330,0.048830735
Control-roi-03,593,26,0.023498307,890,441,0.047022189
Control-roi-03,594,57,0.05531101,892,800,0.103087107
Control-roi-03,595,34,0.040690875,892,38,0.061490555
Control-roi-03,596,39,0.03187101,893,751,0.070533283
Control-roi-03,597,9,0.029278672,894,19,0.016276912
Control-roi-03,598,23,0.032891153,895,338,0.041596552
Control-roi-03,599,16,0.032730602,896,350,0.028936732
Control-roi-03,600,29,0.028856915,899,361,0.052447826
Control-roi-03,601,27,0.026489097,899,1287,0.048830735
Control-roi-03,602,84,0.048486995,904,815,0.151917841
Control-roi-03,603,51,0.043011892,903,13,0.092235832
Control-roi-03,604,36,0.036919203,905,408,0.065107646
Control-roi-03,605,43,0.026190514,904,438,0.077767466
Control-roi-03,606,28,0.035795486,905,368,0.05063928
Control-roi-03,607,35,0.037377192,906,1252,0.063299101
Control-roi-03,608,73,0.042693071,911,24,0.132023838
Control-roi-03,609,38,0.042565443,908,39,0.068724738
Control-roi-03,610,44,0.033910055,908,395,0.079576012
Control-roi-03,611,55,0.043191355,910,321,0.099470015
Control-roi-03,612,54,0.060387014,909,338,0.097661469
Control-roi-03,613,12,0.024368658,907,424,0.021702549
Control-roi-03,614,27,0.028183413,908,1281,0.048830735
Control-roi-03,615,9,0.034919424,908,414,0.016276912
Control-roi-03,616,27,0.029448782,910,357,0.048830735
Control-roi-03,617,15,0.019500013,911,1294,0.027128186
Control-roi-03,618,38,0.05400971,913,3,0.068724738
Control-roi-03,619,57,0.045230418,915,461,0.103087107
Control-roi-03,620,43,0.06003538,915,419,0.077767466
Control-roi-03,621,31,0.032463323,915,808,0.056064918
Control-roi-03,622,28,0.030234117,916,432,0.05063928
Control-roi-03,623,15,0.030671651,918,344,0.027128186
Control-roi-03,624,45,0.051820317,920,404,0.081384558
Control-roi-03,625,38,0.037214345,921,322,0.068724738
Control-roi-03,626,17,0.032640843,922,336,0.030745277
Control-roi-03,627,33,0.036579112,922,359,0.059682009
Control-roi-03,628,28,0.025102181,924,370,0.05063928
Control-roi-03,629,30,0.029153379,924,450,0.054256372
Control-roi-03,630,31,0.04501313,924,464,0.056064918
Control-roi-03,631,40,0.029104677,924,1280,0.072341829
Control-roi-03,632,9,0.043718793,928,334,0.016276912
Control-roi-03,633,28,0.02956708,930,439,0.05063928
Control-roi-03,634,26,0.042242841,931,343,0.047022189
Control-roi-03,635,27,0.032925013,932,404,0.048830735
Control-roi-03,636,26,0.038658145,932,459,0.047022189
Control-roi-03,637,22,0.02729839,932,477,0.039788006
Control-roi-03,638,9,0.031238609,933,353,0.016276912
Control-roi-03,639,67,0.082900216,937,332,0.121172564
Control-roi-03,640,20,0.027727169,935,504,0.036170915
Control-roi-03,641,12,0.028578876,935,442,0.021702549
Control-roi-03,642,31,0.039441618,937,488,0.056064918
Control-roi-03,643,41,0.062485695,940,347,0.074150375
Control-roi-03,644,35,0.033202324,941,424,0.063299101
Control-roi-03,645,28,0.030755649,941,410,0.05063928
Control-roi-03,646,15,0.028860914,941,452,0.027128186
Control-roi-03,647,12,0.021129931,940,1548,0.021702549
Control-roi-03,648,41,0.048128816,943,29,0.074150375
Control-roi-03,649,15,0.026679891,943,506,0.027128186
Control-roi-03,650,12,0.017419445,943,1568,0.021702549
Control-roi-03,651,38,0.049122807,946,483,0.068724738
Control-roi-03,652,42,0.056915062,950,460,0.075958921
Control-roi-03,653,22,0.022328111,950,13,0.039788006
Control-roi-03,654,21,0.02590328,952,499,0.03797946
Control-roi-03,655,33,0.03574634,953,1552,0.059682009
Control-roi-03,656,49,0.044942491,954,31,0.088618741
Control-roi-03,657,9,0.02012665,952,409,0.016276912
Control-roi-03,658,27,0.037758732,956,446,0.048830735
Control-roi-03,659,9,0.032422031,957,455,0.016276912
Control-roi-03,660,48,0.03727175,961,487,0.086810195
Control-roi-03,661,45,0.051013623,961,416,0.081384558
Control-roi-03,662,12,0.016598001,960,1541,0.021702549
Control-roi-03,663,44,0.048206371,962,428,0.079576012
Control-roi-03,664,28,0.025183926,962,1560,0.05063928
Control-roi-03,665,31,0.040953246,964,442,0.056064918
Control-roi-03,666,45,0.052242144,965,35,0.081384558
Control-roi-03,667,31,0.038035327,964,464,0.056064918
Control-roi-03,668,23,0.024524565,966,505,0.041596552
Control-roi-03,669,9,0.015684579,969,1612,0.016276912
Control-roi-03,670,26,0.027973308,972,484,0.047022189
Control-roi-03,671,35,0.036686176,974,445,0.063299101
Control-roi-03,672,40,0.037970169,974,466,0.072341829
Control-roi-03,673,15,0.017048397,974,1537,0.027128186
Control-roi-03,674,22,0.025711452,975,503,0.039788006
Control-roi-03,675,33,0.032932206,980,759,0.059682009
Control-roi-03,676,28,0.030336025,981,488,0.05063928
Control-roi-03,677,28,0.032166563,982,770,0.05063928
Control-roi-03,678,9,0.018860151,980,1528,0.016276912
Control-roi-03,679,14,0.025302728,982,498,0.02531964
Control-roi-03,680,16,0.025766766,982,474,0.028936732
Control-roi-03,681,18,0.020143604,986,1546,0.032553823
Control-roi-03,682,17,0.017972435,986,462,0.030745277
Control-roi-03,683,12,0.022017497,988,1532,0.021702549
Control-roi-03,684,16,0.023651484,990,476,0.028936732
Control-roi-03,685,16,0.020035096,990,1602,0.028936732
Control-roi-03,686,41,0.053724039,999,757,0.074150375
Control-roi-03,687,22,0.026293376,998,1558,0.039788006
Control-roi-03,688,22,0.023262379,1006,1573,0.039788006
Control-roi-03,689,21,0.022452561,1008,1554,0.03797946
Control-roi-03,690,26,0.027389357,1011,762,0.047022189
Control-roi-03,691,15,0.018863203,1013,1585,0.027128186
Control-roi-03,692,15,0.02081534,1015,1232,0.027128186
Control-roi-03,693,19,0.032472805,1017,774,0.034362369
Control-roi-03,694,31,0.030737085,1018,1520,0.056064918
Control-roi-03,695,22,0.022247654,1018,1502,0.039788006
Control-roi-03,696,24,0.027445258,1020,1569,0.043405097
Control-roi-03,697,70,0.035035586,1024,1597,0.126598201
Control-roi-03,698,40,0.041162737,1023,768,0.072341829
Control-roi-03,699,9,0.016396667,1021,1256,0.016276912
Control-roi-03,700,34,0.027312303,1025,1227,0.061490555
Control-roi-03,701,43,0.04977422,1031,566,0.077767466
Control-roi-03,702,12,0.020322474,1030,1491,0.021702549
Control-roi-03,703,32,0.025270371,1032,1502,0.057873463
Control-roi-03,704,21,0.022214956,1031,1557,0.03797946
Control-roi-03,705,40,0.057884337,1037,762,0.072341829
Control-roi-03,706,47,0.034955173,1039,1576,0.085001649
Control-roi-03,707,38,0.031281396,1042,1187,0.068724738
Control-roi-03,708,18,0.018165018,1041,549,0.032553823
Control-roi-03,709,15,0.024658579,1044,756,0.027128186
Control-roi-03,710,25,0.026786908,1046,1542,0.045213643
Control-roi-03,711,19,0.019764449,1046,776,0.034362369
Control-roi-03,712,15,0.022772564,1048,1230,0.027128186
Control-roi-03,713,46,0.03407041,1052,1564,0.083193104
Control-roi-03,714,34,0.022232395,1058,1551,0.061490555
Control-roi-03,715,39,0.038912853,1062,1082,0.070533283
Control-roi-03,716,19,0.020692037,1060,1101,0.034362369
Control-roi-03,717,23,0.027875579,1063,1113,0.041596552
Control-roi-03,718,43,0.040897727,1064,1130,0.077767466
Control-roi-03,719,30,0.023773047,1067,1237,0.054256372
Control-roi-03,720,36,0.025188407,1070,1260,0.065107646
Control-roi-03,721,44,0.038668442,1074,1355,0.079576012
Control-roi-03,722,34,0.039082394,1075,1122,0.061490555
Control-roi-03,723,42,0.048988726,1077,1110,0.075958921
Control-roi-03,724,9,0.01976552,1075,1137,0.016276912
Control-roi-03,725,35,0.03712956,1077,1389,0.063299101
Control-roi-03,726,27,0.025877041,1079,1100,0.048830735
Control-roi-03,727,25,0.030365454,1080,1348,0.045213643
Control-roi-03,728,34,0.030043668,1084,1374,0.061490555
Control-roi-03,729,40,0.034119936,1086,1070,0.072341829
Control-roi-03,730,32,0.031054017,1089,1056,0.057873463
Control-roi-03,731,50,0.036454108,1093,1081,0.090427286
Control-roi-03,732,19,0.032104982,1092,1095,0.034362369
Control-roi-03,733,35,0.036681817,1095,1105,0.063299101
Control-roi-03,734,59,0.040866247,1095,1121,0.106704198
Control-roi-03,735,33,0.027133778,1102,1061,0.059682009
Control-roi-03,736,25,0.034291295,1102,1097,0.045213643
Control-roi-03,737,27,0.03941801,1104,1075,0.048830735
Control-roi-03,738,32,0.0427677,1106,1109,0.057873463
Control-roi-03,739,48,0.035077312,1108,1132,0.086810195
Control-roi-03,740,20,0.02188983,1108,1389,0.036170915
Control-roi-03,741,9,0.016915473,1110,1038,0.016276912
Control-roi-03,742,45,0.048693573,1113,1080,0.081384558
Control-roi-03,743,9,0.0322101,1111,1070,0.016276912
Control-roi-03,744,45,0.04654239,1114,1098,0.081384558
Control-roi-03,745,48,0.076922955,1114,1120,0.086810195
Control-roi-03,746,71,0.055151478,1119,1060,0.128406747
Control-roi-03,747,28,0.025958321,1115,1368,0.05063928
Control-roi-03,748,19,0.02383138,1120,1043,0.034362369
Control-roi-03,749,32,0.040961891,1123,1071,0.057873463
Control-roi-03,750,9,0.022524012,1123,1127,0.016276912
Control-roi-03,751,31,0.043858367,1128,1095,0.056064918
Control-roi-03,752,28,0.036489771,1128,1108,0.05063928
Control-roi-03,753,26,0.024036481,1131,1246,0.047022189
Control-roi-03,754,51,0.059399782,1135,1085,0.092235832
Control-roi-03,755,21,0.020912853,1134,1138,0.03797946
Control-roi-03,756,12,0.019442537,1138,164,0.021702549
Control-roi-03,757,36,0.030877479,1140,1119,0.065107646
Control-roi-03,758,27,0.024355094,1139,202,0.048830735
Control-roi-03,759,12,0.02233285,1139,1100,0.021702549
Control-roi-03,760,9,0.026345549,1139,1125,0.016276912
Control-roi-03,761,9,0.030262031,1140,1064,0.016276912
Control-roi-03,762,17,0.02448714,1142,1059,0.030745277
Control-roi-03,763,25,0.024248417,1144,1250,0.045213643
Control-roi-03,764,33,0.032350976,1144,1600,0.059682009
Control-roi-03,765,15,0.037246255,1144,1076,0.027128186
Control-roi-03,766,50,0.052021363,1147,1233,0.090427286
Control-roi-03,767,41,0.046457023,1146,191,0.074150375
Control-roi-03,768,12,0.031236489,1146,1067,0.021702549
Control-roi-03,769,35,0.037397683,1147,1107,0.063299101
Control-roi-03,770,66,0.081693104,1150,178,0.119364018
Control-roi-03,771,15,0.020238549,1148,1588,0.027128186
Control-roi-03,772,35,0.045228177,1150,159,0.063299101
Control-roi-03,773,21,0.03805818,1152,1077,0.03797946
Control-roi-03,774,15,0.030587218,1152,150,0.027128186
Control-roi-03,775,16,0.020777066,1154,1566,0.028936732
Control-roi-03,776,39,0.032690694,1155,1616,0.070533283
Control-roi-03,777,9,0.024960369,1155,1103,0.016276912
Control-roi-03,778,46,0.034395494,1159,1090,0.083193104
Control-roi-03,779,22,0.03196557,1158,1068,0.039788006
Control-roi-03,780,15,0.01864449,1158,1749,0.027128186
Control-roi-03,781,16,0.027746624,1160,144,0.028936732
Control-roi-03,782,29,0.039539809,1161,162,0.052447826
